Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
M,0.45,0.355,0.12,0.468,0.1815,0.113,0.155,10
I,0.415,0.325,0.1,0.313,0.135,0.06,0.095,1-8
M,0.53,0.415,0.135,0.681,0.3435,0.142,0.175,11+
I,0.575,0.45,0.145,0.807,0.3615,0.176,0.23,9
M,0.415,0.315,0.105,0.2865,0.1065,0.0575,0.12,10
F,0.67,0.52,0.195,1.5965,0.686,0.306,0.432,11+
F,0.58,0.44,0.175,1.2255,0.618,0.274,0.305,10
F,0.385,0.31,0.115,0.3555,0.1645,0.067,0.105,9
F,0.71,0.54,0.215,1.978,0.5415,0.4185,0.885,11+
M,0.54,0.415,0.145,0.8075,0.302,0.1875,0.24,11+
I,0.65,0.495,0.18,1.539,0.54,0.2615,0.61,11+
F,0.61,0.49,0.19,1.3475,0.5305,0.2375,0.515,11+
I,0.46,0.355,0.105,0.4635,0.1815,0.093,0.123,1-8
F,0.735,0.565,0.205,2.1425,0.9515,0.482,0.585,11+
I,0.32,0.235,0.09,0.163,0.066,0.0325,0.0435,1-8
M,0.585,0.455,0.15,0.885,0.276,0.239,0.305,11+
F,0.53,0.43,0.14,0.717,0.3205,0.116,0.2165,11+
M,0.725,0.55,0.2,2.0495,1.1455,0.418,0.4505,11+
M,0.74,0.59,0.205,2.201,0.8155,0.4655,0.565,10
F,0.605,0.48,0.16,1.222,0.5625,0.3225,0.308,9
M,0.475,0.385,0.12,0.486,0.2185,0.096,0.1545,11+
I,0.36,0.275,0.075,0.196,0.0875,0.0425,0.0585,1-8
I,0.465,0.36,0.12,0.5915,0.25,0.137,0.169,9
M,0.75,0.595,0.205,2.2205,1.109,0.509,0.5375,11+
I,0.515,0.415,0.14,0.5705,0.248,0.1325,0.186,9
M,0.705,0.565,0.195,1.7265,0.8215,0.331,0.446,11+
I,0.53,0.395,0.135,0.5075,0.2115,0.1125,0.17,9
M,0.5,0.375,0.15,0.6815,0.2585,0.181,0.2,11+
F,0.555,0.42,0.13,0.868,0.33,0.243,0.2195,11+
I,0.52,0.39,0.135,0.6555,0.2705,0.15,0.19,9
M,0.57,0.435,0.13,0.785,0.354,0.1815,0.2285,1-8
I,0.53,0.425,0.13,0.612,0.309,0.1395,0.177,1-8
M,0.51,0.405,0.13,0.738,0.3725,0.145,0.1845,1-8
F,0.555,0.43,0.15,0.84,0.356,0.1905,0.24,11+
F,0.5,0.385,0.14,0.6625,0.2405,0.1725,0.2,11+
M,0.62,0.51,0.15,1.218,0.555,0.3135,0.315,9
I,0.55,0.465,0.14,0.9005,0.3885,0.2105,0.245,10
I,0.235,0.175,0.075,0.0645,0.0205,0.0175,0.018,1-8
M,0.65,0.525,0.19,1.39,0.691,0.2705,0.405,11+
F,0.625,0.49,0.145,1.044,0.422,0.262,0.305,11+
F,0.625,0.495,0.165,1.327,0.6235,0.303,0.317,9
M,0.575,0.47,0.165,0.974,0.483,0.166,0.235,9
I,0.6,0.5,0.175,1.285,0.57,0.2995,0.37,11+
M,0.63,0.51,0.19,1.3485,0.5235,0.295,0.445,9
M,0.55,0.41,0.135,0.8705,0.3645,0.215,0.225,1-8
I,0.335,0.255,0.08,0.183,0.078,0.0495,0.065,1-8
M,0.705,0.565,0.175,1.5345,0.6075,0.3425,0.52,11+
F,0.63,0.49,0.17,1.167,0.4755,0.2875,0.3,10
I,0.33,0.205,0.095,0.1145,0.058,0.0115,0.03,1-8
F,0.69,0.54,0.185,1.4405,0.6435,0.345,0.4125,11+
F,0.65,0.525,0.19,1.449,0.5925,0.283,0.375,9
I,0.255,0.195,0.065,0.0765,0.034,0.0175,0.027,1-8
I,0.33,0.25,0.075,0.1585,0.076,0.039,0.047,1-8
F,0.555,0.43,0.14,0.655,0.305,0.149,0.1755,9
I,0.52,0.38,0.12,0.6645,0.3285,0.17,0.159,11+
M,0.605,0.475,0.19,1.2065,0.564,0.259,0.2505,11+
F,0.39,0.3,0.11,0.2505,0.0915,0.0785,0.085,11+
F,0.68,0.52,0.175,1.8095,0.7035,0.389,0.5165,11+
F,0.625,0.5,0.16,1.22,0.5515,0.211,0.3825,11+
M,0.6,0.475,0.15,1.1345,0.539,0.223,0.297,10
M,0.165,0.12,0.03,0.0195,0.0065,0.0055,0.0035,1-8
M,0.505,0.405,0.135,0.723,0.275,0.144,0.245,11+
M,0.66,0.505,0.19,1.4385,0.6775,0.3845,0.336,11+
M,0.61,0.48,0.14,0.9525,0.3785,0.2195,0.285,11+
M,0.55,0.44,0.16,0.991,0.322,0.2045,0.37,11+
F,0.575,0.46,0.175,1.094,0.414,0.2435,0.33,11+
F,0.645,0.5,0.19,1.4005,0.572,0.3515,0.4125,11+
I,0.16,0.13,0.04,0.0315,0.011,0.005,0.009,1-8
F,0.595,0.48,0.18,1.0645,0.384,0.1735,0.375,1-8
M,0.71,0.56,0.205,2.381,0.8955,0.405,0.6195,11+
I,0.315,0.235,0.07,0.149,0.063,0.0305,0.0425,1-8
F,0.655,0.515,0.18,1.6195,0.7765,0.3595,0.32,11+
F,0.57,0.44,0.125,0.7855,0.364,0.1825,0.215,9
F,0.475,0.38,0.135,0.579,0.1925,0.1245,0.215,11+
F,0.45,0.355,1.13,0.5795,0.1685,0.1325,0.175,11+
M,0.585,0.46,0.155,1.1135,0.595,0.2345,0.288,9
I,0.375,0.28,0.085,0.215,0.0825,0.0545,0.065,11+
M,0.72,0.6,0.2,1.8275,0.7645,0.492,0.446,11+
M,0.465,0.36,0.125,0.472,0.197,0.0935,0.149,11+
M,0.36,0.26,0.09,0.2065,0.078,0.054,0.07,1-8
M,0.535,0.405,0.175,0.9715,0.305,0.2535,0.315,10
M,0.655,0.535,0.205,1.7885,0.8145,0.391,0.515,11+
F,0.405,0.305,0.11,0.3375,0.1365,0.0565,0.115,11+
M,0.645,0.495,0.19,1.62,0.6275,0.2835,0.513,11+
F,0.47,0.365,0.105,0.385,0.154,0.0615,0.125,9
M,0.56,0.455,0.15,0.8715,0.3945,0.211,0.22,1-8
I,0.58,0.435,0.165,0.8215,0.4035,0.2255,0.2475,11+
M,0.735,0.57,0.22,2.201,1.1705,0.5265,0.404,10
I,0.52,0.405,0.145,0.769,0.276,0.1495,0.195,9
I,0.275,0.195,0.07,0.096,0.0445,0.02,0.025,1-8
I,0.19,0.13,0.04,0.0275,0.0125,0.005,0.009,1-8
F,0.73,0.585,0.19,1.966,0.8435,0.4825,0.566,11+
F,0.55,0.425,0.145,0.8315,0.411,0.21,0.244,10
M,0.5,0.4,0.13,0.662,0.302,0.1405,0.175,1-8
I,0.465,0.375,0.13,0.454,0.1785,0.114,0.155,1-8
F,0.62,0.49,0.17,1.1785,0.483,0.27,0.306,9
I,0.525,0.38,0.12,0.6645,0.3285,0.1325,0.1425,1-8
I,0.42,0.31,0.115,0.355,0.1765,0.046,0.105,1-8
M,0.45,0.355,0.115,0.4705,0.188,0.101,0.1385,9
M,0.715,0.565,0.205,1.981,0.8005,0.4385,0.66,11+
I,0.29,0.21,0.07,0.1045,0.036,0.03,0.0335,1-8
M,0.605,0.475,0.19,1.1255,0.522,0.2645,0.344,10
M,0.27,0.19,0.08,0.086,0.036,0.019,0.03,1-8
I,0.54,0.39,0.125,0.5815,0.2695,0.1125,0.169,1-8
M,0.595,0.475,0.14,0.991,0.4235,0.2,0.3,11+
F,0.455,0.375,0.105,0.513,0.2295,0.142,0.155,9
I,0.31,0.235,0.08,0.161,0.071,0.0255,0.045,1-8
M,0.415,0.305,0.1,0.3515,0.1365,0.0565,0.117,11+
F,0.45,0.365,0.115,0.566,0.318,0.1145,0.1325,1-8
I,0.455,0.355,0.115,0.5195,0.2375,0.123,0.126,1-8
I,0.575,0.45,0.125,0.8715,0.4675,0.182,0.217,9
M,0.41,0.31,0.115,0.4405,0.229,0.1035,0.097,1-8
I,0.45,0.35,0.11,0.47,0.2125,0.1115,0.12,1-8
F,0.595,0.465,0.14,0.942,0.4475,0.189,0.287,9
I,0.37,0.275,0.1,0.234,0.093,0.057,0.07,1-8
M,0.595,0.455,0.195,1.34,0.5065,0.3255,0.35,11+
M,0.43,0.335,0.12,0.406,0.175,0.0705,0.135,10
I,0.44,0.305,0.08,0.3605,0.1525,0.0805,0.12,1-8
F,0.545,0.44,0.135,0.959,0.3225,0.2175,0.278,11+
I,0.585,0.45,0.16,0.9045,0.3705,0.156,0.32,11+
I,0.36,0.27,0.085,0.205,0.098,0.037,0.063,1-8
M,0.71,0.54,0.195,2.0045,1.1055,0.3765,0.5075,11+
I,0.41,0.31,0.1,0.2865,0.114,0.0575,0.1135,11+
I,0.455,0.35,0.115,0.4005,0.176,0.081,0.13,1-8
M,0.645,0.51,0.19,1.401,0.667,0.2955,0.325,9
F,0.64,0.525,0.175,1.221,0.4625,0.244,0.445,11+
M,0.495,0.385,0.145,0.6515,0.2145,0.143,0.195,11+
I,0.53,0.405,0.13,0.6615,0.288,0.1395,0.21,9
I,0.44,0.33,0.135,0.522,0.21,0.1045,0.1105,1-8
I,0.32,0.24,0.08,0.1525,0.065,0.0295,0.0505,1-8
I,0.52,0.4,0.14,0.6055,0.248,0.141,0.1835,11+
F,0.45,0.35,0.125,0.547,0.2165,0.1265,0.195,11+
M,0.76,0.58,0.18,1.884,0.7645,0.261,0.488,11+
M,0.605,0.49,0.15,1.222,0.5055,0.3865,0.32,11+
M,0.535,0.42,0.165,0.754,0.256,0.167,0.2885,11+
I,0.47,0.365,0.12,0.582,0.25,0.1345,0.169,9
M,0.605,0.49,0.14,1.3,0.435,0.2815,0.4,11+
M,0.63,0.455,0.17,1.274,0.4995,0.3065,0.333,11+
M,0.6,0.47,0.13,1.0105,0.518,0.225,0.3,9
I,0.515,0.4,0.125,0.5605,0.234,0.134,0.169,1-8
M,0.6,0.45,0.15,0.8665,0.353,0.2075,0.23,9
I,0.535,0.45,0.17,0.875,0.2875,0.158,0.3,11+
F,0.515,0.405,0.12,0.6435,0.291,0.137,0.195,11+
F,0.715,0.565,0.18,1.787,0.6805,0.4345,0.52,11+
F,0.635,0.505,0.155,1.1345,0.4825,0.2685,0.315,11+
F,0.545,0.425,0.125,0.768,0.294,0.095,0.17,1-8
F,0.575,0.48,0.15,0.9785,0.429,0.236,0.276,11+
M,0.655,0.53,0.195,1.259,0.586,0.2925,0.3185,11+
M,0.57,0.45,0.155,0.96,0.387,0.2525,0.2745,11+
I,0.26,0.2,0.07,0.1055,0.0415,0.041,0.03,1-8
M,0.465,0.36,0.11,0.4965,0.2015,0.116,0.16,11+
F,0.555,0.43,0.14,0.812,0.3685,0.1675,0.244,11+
M,0.655,0.55,0.18,1.597,0.6215,0.229,0.46,11+
F,0.655,0.505,0.165,1.2905,0.55,0.328,0.32,11+
I,0.165,0.12,0.035,0.0245,0.0095,0.005,0.008,1-8
F,0.72,0.545,0.17,1.47,0.6615,0.3235,0.4115,10
I,0.255,0.19,0.05,0.0725,0.0245,0.0215,0.0215,1-8
F,0.66,0.515,0.195,1.6305,0.689,0.397,0.498,11+
I,0.37,0.29,0.095,0.2685,0.134,0.0575,0.075,1-8
F,0.725,0.575,0.175,1.8795,0.844,0.3835,0.461,11+
M,0.615,0.47,0.155,1.1625,0.542,0.273,0.264,1-8
M,0.63,0.525,0.18,1.4065,0.44,0.3075,0.47,11+
F,0.54,0.42,0.14,0.8035,0.289,0.187,0.2615,11+
F,0.605,0.465,0.145,1.107,0.402,0.283,0.347,11+
I,0.41,0.3,0.09,0.269,0.1235,0.0505,0.088,1-8
F,0.615,0.495,0.165,1.307,0.485,0.3015,0.2875,11+
F,0.615,0.475,0.145,1.153,0.5525,0.2505,0.265,9
M,0.725,0.565,0.19,2.55,1.488,0.59,0.612,11+
M,0.605,0.47,0.155,1.0325,0.426,0.252,0.322,11+
F,0.61,0.49,0.17,1.0225,0.435,0.2015,0.325,9
F,0.68,0.55,0.19,1.607,0.714,0.3115,0.44,11+
M,0.36,0.26,0.09,0.2255,0.0995,0.0545,0.065,1-8
M,0.51,0.4,0.14,0.6515,0.2775,0.156,0.1565,1-8
F,0.635,0.485,0.19,1.2435,0.4835,0.2915,0.37,11+
F,0.605,0.465,0.195,1.278,0.469,0.2475,0.34,11+
M,0.5,0.405,0.155,0.772,0.2345,0.13,0.255,11+
I,0.35,0.25,0.08,0.1785,0.0745,0.0315,0.049,1-8
F,0.4,0.305,0.115,0.329,0.147,0.0505,0.095,1-8
M,0.53,0.43,0.15,0.7735,0.302,0.168,0.285,11+
M,0.545,0.44,0.205,0.7745,0.302,0.185,0.285,10
M,0.665,0.535,0.18,1.669,0.566,0.4005,0.49,11+
I,0.45,0.33,0.1,0.384,0.1645,0.0885,0.102,1-8
M,0.45,0.335,0.105,0.44,0.2075,0.1015,0.1195,1-8
M,0.63,0.485,0.17,1.2435,0.544,0.271,0.372,10
I,0.42,0.305,0.12,0.368,0.174,0.0715,0.105,1-8
F,0.47,0.36,0.12,0.53,0.2295,0.127,0.15,10
M,0.64,0.51,0.17,1.139,0.4995,0.289,0.365,11+
M,0.62,0.475,0.15,1.1295,0.565,0.2355,0.296,10
F,0.58,0.43,0.15,0.844,0.375,0.1635,0.245,10
M,0.53,0.425,0.155,0.8645,0.3415,0.1775,0.25,10
M,0.36,0.295,0.1,0.2765,0.1175,0.062,0.0835,9
I,0.485,0.375,0.125,0.562,0.2525,0.119,0.1615,1-8
F,0.72,0.575,0.185,1.787,0.6785,0.4345,0.595,11+
M,0.715,0.52,0.145,1.556,0.699,0.4035,0.4325,1-8
I,0.58,0.47,0.16,1.186,0.6355,0.1945,0.2515,1-8
F,0.535,0.405,0.175,0.8345,0.3175,0.2135,0.21,11+
F,0.64,0.51,0.21,1.779,0.647,0.1965,0.65,11+
M,0.61,0.485,0.15,1.049,0.392,0.276,0.325,11+
M,0.385,0.305,0.09,0.2775,0.1135,0.054,0.1,11+
M,0.57,0.46,0.14,0.9795,0.419,0.185,0.31,11+
F,0.575,0.46,0.165,1.103,0.4485,0.268,0.33,9
M,0.505,0.41,0.125,0.5765,0.2565,0.139,0.185,9
M,0.56,0.435,0.185,0.925,0.3635,0.185,0.295,11+
F,0.67,0.525,0.18,1.676,0.6525,0.3605,0.4735,11+
I,0.425,0.34,0.11,0.314,0.13,0.0745,0.1035,10
I,0.25,0.18,0.065,0.0805,0.031,0.0215,0.0225,1-8
M,0.46,0.355,0.11,0.4585,0.213,0.0965,0.134,10
F,0.75,0.61,0.2,1.737,0.7755,0.492,0.575,11+
I,0.53,0.42,0.14,0.81,0.3995,0.1905,0.1815,1-8
F,0.58,0.45,0.185,1.035,0.391,0.202,0.31,11+
M,0.625,0.475,0.175,1.1545,0.53,0.257,0.321,11+
I,0.535,0.42,0.14,0.6275,0.2505,0.1345,0.205,11+
I,0.365,0.265,0.08,0.1785,0.0665,0.0385,0.06,1-8
M,0.55,0.45,0.175,1.1655,0.414,0.301,0.37,11+
M,0.6,0.46,0.15,0.9735,0.4495,0.2065,0.275,11+
I,0.355,0.28,0.105,0.217,0.0885,0.045,0.08,10
M,0.37,0.28,0.1,0.24,0.1015,0.046,0.0735,1-8
I,0.635,0.495,0.15,1.376,0.7185,0.3055,0.3195,9
F,0.7,0.55,0.17,1.7255,0.6805,0.3585,0.57,11+
M,0.59,0.475,0.16,1.077,0.4925,0.187,0.285,1-8
M,0.54,0.42,0.19,0.802,0.3075,0.1595,0.2595,11+
M,0.47,0.37,0.125,0.588,0.318,0.142,0.143,1-8
I,0.395,0.3,0.09,0.3025,0.127,0.0665,0.09,1-8
M,0.575,0.425,0.155,0.9555,0.3915,0.259,0.285,10
F,0.625,0.49,0.175,1.3325,0.6235,0.2715,0.364,9
I,0.515,0.39,0.125,0.583,0.2455,0.1265,0.17,1-8
I,0.635,0.51,0.21,1.4455,0.605,0.2985,0.435,11+
M,0.6,0.465,0.165,1.262,0.585,0.2815,0.38,10
M,0.59,0.49,0.16,1.409,0.686,0.2875,0.315,1-8
M,0.585,0.465,0.165,0.8855,0.369,0.2135,0.271,9
I,0.205,0.145,0.05,0.035,0.0145,0.008,0.011,9
M,0.48,0.36,0.12,0.541,0.271,0.0975,0.1345,1-8
I,0.475,0.375,0.115,0.6355,0.3035,0.1405,0.18,11+
F,0.535,0.435,0.17,0.996,0.3245,0.206,0.32,11+
M,0.775,0.62,0.21,2.505,1.1455,0.4985,0.6,11+
F,0.645,0.535,0.195,1.791,0.7785,0.3925,0.461,11+
I,0.44,0.355,0.135,0.435,0.163,0.0925,0.14,9
I,0.5,0.37,0.125,0.528,0.2215,0.103,0.159,1-8
M,0.55,0.405,0.175,1.406,0.7105,0.342,0.295,11+
M,0.495,0.385,0.135,0.6335,0.3035,0.1295,0.1535,11+
M,0.585,0.46,0.155,0.9555,0.3915,0.252,0.31,10
F,0.625,0.515,0.16,1.385,0.672,0.2925,0.369,1-8
M,0.61,0.365,0.135,0.8635,0.3595,0.184,0.28,10
I,0.485,0.375,0.13,0.562,0.2315,0.158,0.167,9
M,0.5,0.42,0.135,0.662,0.3145,0.1415,0.1895,11+
F,0.64,0.505,0.165,1.5175,0.7245,0.245,0.3695,11+
M,0.585,0.465,0.165,0.885,0.3305,0.1625,0.279,10
F,0.6,0.475,0.18,1.1315,0.4845,0.2525,0.215,9
M,0.765,0.605,0.19,2.4925,1.1965,0.519,0.488,11+
F,0.7,0.575,0.17,1.675,0.7535,0.3605,0.32,11+
F,0.505,0.475,0.15,0.9805,0.396,0.2815,0.295,11+
F,0.57,0.44,0.125,0.865,0.3675,0.2075,0.1945,1-8
I,0.49,0.385,0.14,0.549,0.2315,0.123,0.19,11+
M,0.585,0.475,0.145,0.977,0.4325,0.185,0.286,10
M,0.61,0.45,0.15,1.2225,0.61,0.2625,0.29,9
M,0.58,0.46,0.15,1.1015,0.5515,0.2065,0.1625,10
M,0.58,0.45,0.155,0.92,0.4005,0.2465,0.289,10
I,0.33,0.26,0.07,0.179,0.08,0.038,0.065,1-8
F,0.595,0.465,0.15,1.1005,0.595,0.1865,0.246,11+
F,0.37,0.295,0.105,0.249,0.108,0.0595,0.0675,1-8
F,0.62,0.485,0.22,1.3445,0.535,0.3365,0.515,11+
I,0.315,0.24,0.085,0.156,0.08,0.059,0.053,1-8
I,0.57,0.425,0.145,0.6735,0.2895,0.1345,0.24,9
I,0.405,0.315,0.09,0.3205,0.151,0.075,0.0855,1-8
I,0.495,0.385,0.135,0.5075,0.2165,0.1175,0.17,1-8
F,0.6,0.5,0.18,1.0575,0.425,0.2405,0.325,10
M,0.595,0.49,0.155,1.262,0.4835,0.2725,0.3245,11+
M,0.585,0.465,0.165,1.09,0.4905,0.2655,0.304,11+
I,0.54,0.43,0.145,0.89,0.4445,0.161,0.223,9
F,0.595,0.46,0.155,1.1005,0.5455,0.2895,0.2345,9
I,0.31,0.225,0.07,0.1145,0.046,0.0155,0.035,1-8
F,0.625,0.48,0.16,1.2615,0.591,0.292,0.3485,10
I,0.435,0.335,0.105,0.3245,0.1255,0.0735,0.11,1-8
F,0.45,0.36,0.105,0.4635,0.1955,0.0965,0.1375,9
I,0.275,0.215,0.055,0.0925,0.036,0.0205,0.03,1-8
F,0.44,0.34,0.11,0.4285,0.21,0.1035,0.103,1-8
I,0.465,0.345,0.105,0.4415,0.1975,0.0745,0.1275,1-8
F,0.48,0.4,0.155,0.8085,0.25,0.1535,0.295,11+
M,0.35,0.265,0.09,0.2065,0.0775,0.045,0.0765,11+
I,0.41,0.335,0.11,0.33,0.173,0.053,0.114,9
M,0.705,0.55,0.175,1.4405,0.6565,0.3255,0.435,11+
M,0.405,0.31,0.115,0.3555,0.12,0.05,0.11,11+
I,0.565,0.42,0.135,0.8445,0.382,0.1905,0.2705,9
M,0.625,0.495,0.175,1.806,0.8145,0.377,0.49,11+
I,0.425,0.31,0.095,0.3675,0.1765,0.0785,0.105,1-8
F,0.615,0.46,0.17,0.966,0.3695,0.247,0.305,9
M,0.69,0.55,0.195,1.6645,0.813,0.4025,0.3875,10
F,0.56,0.455,0.18,0.97,0.342,0.244,0.34,11+
F,0.63,0.5,0.155,1.025,0.515,0.2295,0.176,9
M,0.475,0.37,0.12,0.5795,0.318,0.16,0.133,1-8
I,0.225,0.18,0.05,0.059,0.026,0.0125,0.0185,1-8
I,0.525,0.41,0.15,0.6765,0.285,0.1715,0.225,9
F,0.52,0.405,0.12,0.6515,0.323,0.14,0.177,10
M,0.76,0.58,0.2,1.829,0.896,0.3615,0.479,11+
M,0.575,0.445,0.17,1.02,0.5265,0.204,0.2745,9
I,0.185,0.14,0.04,0.032,0.012,0.005,0.01,1-8
I,0.355,0.27,0.095,0.204,0.086,0.042,0.061,1-8
M,0.55,0.405,0.155,0.98,0.387,0.201,0.29,11+
I,0.3,0.24,0.105,0.185,0.0675,0.071,0.048,1-8
M,0.625,0.475,0.175,1.1665,0.556,0.2455,0.3095,9
I,0.43,0.32,0.095,0.3855,0.164,0.0905,0.102,1-8
F,0.4,0.325,0.115,0.286,0.123,0.063,0.09,10
I,0.56,0.44,0.13,0.6545,0.2525,0.139,0.21,1-8
F,0.645,0.535,0.19,1.496,0.5775,0.2815,0.46,11+
M,0.715,0.525,0.175,1.52,0.54,0.3935,0.585,11+
M,0.39,0.28,0.095,0.2885,0.1275,0.063,0.092,9
M,0.615,0.46,0.15,0.9505,0.3895,0.2195,0.275,9
M,0.49,0.39,0.145,0.592,0.253,0.1345,0.1595,1-8
M,0.49,0.355,0.16,1.0615,0.494,0.2095,0.265,9
M,0.65,0.52,0.17,1.1445,0.517,0.236,0.3275,11+
M,0.625,0.48,0.16,1.2255,0.4125,0.2655,0.415,11+
F,0.7,0.525,0.155,1.3165,0.6835,0.3175,0.28,11+
F,0.525,0.415,0.15,0.708,0.2355,0.151,0.24,11+
I,0.365,0.27,0.085,0.196,0.08,0.0485,0.07,1-8
I,0.425,0.34,0.1,0.3515,0.1605,0.071,0.1345,1-8
F,0.66,0.525,0.215,1.786,0.647,0.4115,0.725,11+
F,0.55,0.425,0.125,0.963,0.4565,0.207,0.27,1-8
I,0.46,0.35,0.11,0.346,0.1485,0.067,0.12,1-8
M,0.555,0.46,0.16,0.991,0.2885,0.2395,0.33,10
I,0.3,0.24,0.095,0.15,0.0585,0.0315,0.045,1-8
M,0.5,0.37,0.135,0.6195,0.241,0.15,0.2135,11+
I,0.465,0.345,0.105,0.3945,0.187,0.1,0.115,1-8
I,0.595,0.465,0.17,1.057,0.485,0.217,0.275,10
M,0.7,0.565,0.2,2.273,0.8835,0.564,0.5235,10
I,0.35,0.265,0.085,0.196,0.0875,0.0335,0.053,1-8
I,0.345,0.265,0.085,0.1735,0.0875,0.034,0.053,1-8
M,0.275,0.195,0.065,0.084,0.034,0.0215,0.03,1-8
I,0.3,0.22,0.08,0.1295,0.059,0.024,0.038,1-8
F,0.605,0.475,0.14,0.991,0.4235,0.228,0.3105,10
F,0.625,0.495,0.16,0.953,0.4255,0.1725,0.305,11+
M,0.65,0.525,0.175,1.561,0.7285,0.3505,0.3725,11+
I,0.33,0.23,0.06,0.1695,0.0835,0.038,0.045,1-8
F,0.68,0.55,0.175,1.638,0.6025,0.4565,0.4625,11+
M,0.645,0.51,0.16,1.2585,0.5815,0.317,0.3305,10
I,0.445,0.345,0.12,0.4475,0.18,0.093,0.1125,1-8
I,0.61,0.48,0.16,0.9885,0.4525,0.195,0.277,11+
I,0.475,0.365,0.115,0.499,0.268,0.1195,0.126,1-8
M,0.515,0.38,0.125,0.6615,0.262,0.1785,0.195,11+
I,0.45,0.335,0.1,0.381,0.167,0.077,0.12,1-8
F,0.57,0.465,0.18,0.9965,0.3945,0.2425,0.315,11+
M,0.63,0.495,0.175,1.2635,0.5635,0.3065,0.3315,10
F,0.62,0.435,0.155,1.09,0.547,0.249,0.281,9
M,0.57,0.455,0.15,1.1935,0.492,0.3155,0.288,10
I,0.45,0.34,0.105,0.434,0.1865,0.1265,0.11,1-8
M,0.625,0.495,0.175,1.254,0.59,0.2745,0.355,10
F,0.475,0.38,0.125,0.5895,0.296,0.1085,0.12,10
F,0.615,0.495,0.16,1.054,0.4595,0.2495,0.3135,10
I,0.5,0.375,0.12,0.5495,0.2165,0.098,0.1555,1-8
M,0.63,0.47,0.15,1.1005,0.575,0.166,0.25,1-8
F,0.665,0.505,0.16,1.189,0.4765,0.278,0.345,11+
M,0.44,0.35,0.14,0.6485,0.276,0.1635,0.1495,1-8
I,0.53,0.415,0.135,0.658,0.288,0.1315,0.175,1-8
I,0.355,0.26,0.09,0.1795,0.0745,0.0455,0.065,1-8
I,0.535,0.43,0.14,0.8145,0.3155,0.2155,0.244,9
M,0.605,0.49,0.145,0.9755,0.4675,0.1955,0.259,11+
M,0.715,0.545,0.185,1.7265,0.566,0.4005,0.657,11+
I,0.445,0.335,0.1,0.4895,0.21,0.133,0.1065,1-8
F,0.625,0.485,0.16,1.1415,0.5015,0.2165,0.31,9
F,0.715,0.565,0.18,2.1505,1.03,0.478,0.5475,11+
M,0.385,0.285,0.12,0.417,0.2015,0.09,0.106,1-8
F,0.575,0.48,0.15,0.8745,0.444,0.201,0.2335,10
M,0.58,0.47,0.15,0.861,0.435,0.1525,0.245,9
F,0.635,0.495,0.175,1.211,0.707,0.2695,0.3,11+
F,0.685,0.535,0.155,1.4785,0.624,0.3105,0.43,11+
M,0.61,0.49,0.17,1.137,0.4605,0.311,0.347,9
I,0.59,0.455,0.145,0.974,0.432,0.2025,0.275,11+
F,0.605,0.45,0.145,0.888,0.419,0.178,0.245,1-8
M,0.605,0.47,0.155,1.1625,0.6005,0.2175,0.3055,9
M,0.615,0.48,0.155,1.266,0.6285,0.1985,0.289,10
I,0.28,0.21,0.055,0.1005,0.0415,0.019,0.035,1-8
M,0.5,0.405,0.125,0.7555,0.32,0.1755,0.215,1-8
I,0.465,0.34,0.105,0.3945,0.1895,0.068,0.111,1-8
M,0.71,0.555,0.175,1.907,0.938,0.407,0.506,11+
F,0.47,0.365,0.125,0.5225,0.2295,0.1345,0.139,9
F,0.545,0.425,0.125,0.9745,0.4285,0.2245,0.276,11+
M,0.61,0.47,0.155,1.0175,0.497,0.2105,0.2475,9
F,0.505,0.41,0.125,0.6675,0.165,0.133,0.24,11+
F,0.655,0.51,0.16,1.494,0.5915,0.332,0.435,10
F,0.53,0.405,0.13,0.722,0.295,0.155,0.235,11+
F,0.605,0.49,0.14,0.9755,0.4655,0.2065,0.264,9
M,0.6,0.455,0.18,1.115,0.5165,0.262,0.315,10
F,0.64,0.505,0.155,1.1345,0.492,0.2525,0.315,10
M,0.625,0.5,0.185,1.3835,0.6465,0.2795,0.406,11+
F,0.525,0.415,0.145,0.845,0.275,0.1525,0.285,11+
F,0.63,0.485,0.17,1.13,0.4985,0.2685,0.34,11+
F,0.55,0.43,0.16,1.0575,0.377,0.1705,0.293,11+
I,0.43,0.34,0.105,0.366,0.1615,0.089,0.101,1-8
M,0.495,0.375,0.135,0.5835,0.2295,0.129,0.18,1-8
M,0.69,0.505,0.185,1.742,0.895,0.3715,0.341,11+
M,0.5,0.39,0.13,0.6595,0.262,0.155,0.185,9
F,0.675,0.55,0.175,1.8095,0.7055,0.4215,0.505,11+
M,0.615,0.48,0.16,1.1495,0.5005,0.2295,0.34,11+
M,0.635,0.5,0.185,1.2565,0.5635,0.254,0.37,10
M,0.54,0.415,0.135,0.817,0.402,0.1715,0.2,11+
F,0.66,0.565,0.195,1.217,0.564,0.2385,0.3825,10
M,0.6,0.475,0.19,1.11,0.517,0.3045,0.315,9
M,0.645,0.52,0.175,1.347,0.632,0.349,0.363,11+
I,0.455,0.325,0.11,0.4195,0.2055,0.0865,0.1,1-8
M,0.625,0.495,0.155,1.096,0.52,0.2165,0.2915,10
M,0.565,0.435,0.185,1.07,0.4495,0.2145,0.32,11+
